Unnamed: 0,Greek Entry,Entry,Definition,IsRoman,PossibleGreek
1952,acetyl,אֲצֶטִילֶן,"acetylene (chemistry).  [Fren. acétylène, coined by the French chemist Marcelin-Pierre-Eugène Berthelot (1823–1907) from acetyl, from Gk. Acetyl, a hybrid coined by the German chemist Justus von Liebig in 1839 from L. acētum (see אֲצֵטוֹן) and suff. ‘-yl’.] | ",True,[]
1081,achates,"אָכָטִיס,  אָכָט","agate.  [From Gk. achates, which is of uncertain origin. The name of the river Achates is in Sicily, as well as the name of the faithful friend of Aeneas, prob. derived from Gk. achates.] | ",True,"['αχάτης', 'αχάτες']"
1513,agchone,אַנְגִּינָה," angina (disease).  [L. angina (= quinsy), prob. a loan word from Gk. agchone (= a throttling, strangling, hanging), which derives from agchein (= to squeeze, esp. the throat, strangle, throttle, hang), a derivative of IE base *anĝh (= to narrow, compress). The form angina (instead of ancina) is due to the influence of the related angere (= press together, throttle). See ‘anger’ in my CEDEL.] | ",True,"['αγχόνη', 'άγχωνε']"
236,agronomos,אַגְרוֹנוֹם,"agronomist.  [Gk. agronomos (= rural), compounded of agros (= field) and nomos, from the stem of nemein (= to assign, manage; to drive cattle, to pasture). The first element is cogn. with L. ager (= field, land); see אַקֽר. For the second element see ‘nemesis’ in my CEDEL.]  | ",True,"['ἀγρονόμως', 'αγρονόμος']"
237,agronomos,אַגְרוֹנוֹמוֹן,", agoranome, superintendent of the market.  [Gk. agronomos, compounded of agora (= market) and nomos, from the stem of nemein (= to assign, manage). cp. אַגְרֶגָט and אַגְרוֹנוֹם.] | ",True,"['ἀγρονόμως', 'αγρονόμος']"
239,agronomos,אַגְרוֹנוֹמְיָה,"agronomy.  [Fren. agronomie, from Gk. agronomos. See אַגֽרוֹנוֹם.] | ",True,"['ἀγρονόμως', 'αγρονόμος']"
2176,aigaion,אַרְכִיפֶּלָג,"archipelago.  [It. arcipelago (lit.: ‘the chief sea’), compounded of arci– (= chief), from Gk. archi (= see אַרְכִי□), and pelagos (= sea). In ancient and mediaeval Greek the word archipelagos does not occur, in modern Greek it is an Italian loan word. The fact that archipelago orig. denoted the Aegean Sea may help us find the origin of this word, which is a real crux etymologorum. It. arcipelago very prob. arose a mistaking of Gk. Aigaion pelagos (= the Aegean Sea) for archipelagos (= the chief sea), a confusion suggested by the numerous Gk. words beginning with archi–.] | ",True,"['Αἰγαῖον', 'Αἰγαίων']"
1755,aisthetikos,אֶסְתֵּטִי,"esthetic.  [Gk. aisthetikos (= perceptive), from aisthetos (= sensible, perceptible), verbal adj. of aisthaesthai (= to perceive), related to aio (= I hear; lit. ‘I perceive by the ear’), from IE base *awēi- (= to perceive). See אוֹדֽיוֹמֶטֶר and cp. אֲנֶסְתֶּסְיָה.] | ",True,"['αισθητικός', 'αἰσθητῐκῶς']"
2382,aither,אֶתֶר,"ether.  [L. aether, from Gk. aither (= the upper, purer air), which, together with aithra (= the clean sky, fair weather), derives from aithein (= to burn). This verb derives from IE base *aidh- (= to burn), whence also L. aedēs (= a building sanctuary, temple). See ‘edify’ in my CEDEL and cp. words there referred to.]  | ",True,"['αιθήρ', 'αἰθέρ']"
11007,akostikos,□י," subst. suff. (f. □ִיָּה and □ִית, pl. □ִיִּים, f. □ִיּוֹת).  [Related to Arab. - iyy, Aram. □ַי, Ethiop. - y, -ay. It is very prob. that the old Sem. gen. suff. - ī is traceable to this suff.] This suff. is frequently used in NH. It denotes relationship to a people, tribe, place or country, hence forms before all patronymics and gentilics; cp. e.g. עִבְרִי (= Hebrew), יִשְׂרְאֵלִי (= Israelite), אֲרַמִּי (= Aramean), חִתִּי (= Hittite). It also forms ordinal numbers, as in שֵׁנִי (= second), שְׁלִישִׁי (= third), etc. It is also added to names of things to denote connectedness with them; cp. רַגֽלִי (= footman), from רֶגֶל (= foot). Suff. □ִי sometimes appears behind adj. suff. □וֹן, as in קַדְמוֹנִי (= eastern), אַדְמוֹנִי (= reddish). In NH suff. □ִי often represents Gk. - ikos (or its derivatives), L. - icus, Fren. - ique, Eng. - ic. cp. e.g. אֲקוּסְטִי, corresponding to Eng. acoustic, from Fren. acoustique, from Gk. akostikos. cp. adv. suff. □ִית. cp. also suff. □ָתִי and suff. תָּנִי.] | ",True,[]
2037,akrobatos,אַקְרוֹבָּט,"acrobat.  [Fren. acrobate, from Gk. akrobatos (= walking on tiptoe), from akros (= at the end, outermost, highest), and bat (= going), from the stem of bainein (= to go, walk). See בָּסִיס and cp. the second element in אֵירוֹבָּטִיקָה.] | ",True,[]
